Days,Stock Price
1,2
2,3
3,1
4,0
5,0
6,2
7,2
8,3
9,2
10,2
11,2
12,2
13,1
14,3
15,2
16,3
17,4
18,6
19,8
20,10
21,9
22,7
23,5
24,4
25,6
26,5
27,3
28,4
29,4
30,4
31,5
32,4
33,3
34,4
35,4
36,2
37,2
38,2
39,3
40,1
41,3
42,3
43,4
44,4
45,5
46,7
47,5
48,6
49,8
50,8
51,8
52,6
53,6
54,8
55,7
56,8
57,8
58,10
59,9
60,11
61,10
62,12
63,12
64,14
65,15
66,15
67,13
68,11
69,13
70,11
71,12
72,13
73,11
74,10
75,9
76,10
77,8
78,9
79,9
80,11
81,11
82,10
83,10
84,9
85,10
86,8
87,10
88,8
89,7
90,5
91,3
92,1
93,1
94,3
95,5
96,5
97,4
98,6
99,8
100,6
101,4
102,4
103,3
104,3
105,4
106,4
107,2
108,4
109,4
110,6
111,4
112,4
113,3
114,5
115,6
116,8
117,6
118,4
119,3
120,2
121,2
122,3
123,2
124,4
125,5
126,6
127,5
128,7
129,7
130,6
131,4
132,6
133,4
134,3
135,2
136,4
137,2
138,4
139,2
140,4
141,5
142,5
143,4
144,3
145,3
146,3
147,3
148,5
149,5
150,7
151,7
152,9
153,11
154,10
155,9
156,9
157,11
158,13
159,13
160,14
161,12
162,14
163,15
164,16
165,16
166,15
167,15
168,15
169,13
170,15
171,16
172,15
173,14
174,14
175,16
176,14
177,16
178,18
179,17
180,18
181,16
182,18
183,20
184,22
185,20
186,18
187,18
188,20
189,18
190,17
191,17
192,17
193,15
194,15
195,13
196,13
197,15
198,17
199,16
200,15
201,16
202,18
203,20
204,20
205,21
206,20
207,20
208,22
209,20
210,22
211,22
212,22
213,20
214,22
215,21
216,19
217,21
218,19
219,18
220,17
221,16
222,14
223,13
224,12
225,10
226,11
227,9
228,8
229,9
230,8
231,8
232,9
233,10
234,12
235,12
236,11
237,11
238,9
239,8
240,10
241,9
242,10
243,9
244,10
245,12
246,14
247,12
248,14
249,12
250,11
251,11
252,10
253,11
254,12
255,10
256,11
257,11
258,9
259,11
260,11
261,11
262,13
263,11
264,9
265,7
266,8
267,7
268,7
269,5
270,7
271,8
272,9
273,7
274,6
275,7
276,9
277,7
278,8
279,9
280,7
281,6
282,7
283,9
284,11
285,10
286,12
287,13
288,11
289,13
290,15
291,15
292,14
293,15
294,13
295,14
296,15
297,13
298,13
299,13
300,13
301,12
302,12
303,12
304,11
305,12
306,10
307,9
308,11
309,12
310,14
311,13
312,15
313,17
314,15
315,13
316,12
317,11
318,12
319,11
320,10
321,8
322,7
323,9
324,10
325,9
326,7
327,9
328,10
329,10
330,11
331,9
332,10
333,9
334,9
335,7
336,9
337,9
338,8
339,6
340,6
341,6
342,6
343,5
344,5
345,7
346,6
347,4
348,3
349,3
350,4
351,6
352,6
353,8
354,6
355,6
356,6
357,4
358,5
359,3
360,5
361,5
362,3
363,4
364,2
365,4
366,2
367,1
368,2
369,3
370,3
371,1
372,1
373,0
374,-1
375,-2
376,-2
377,-4
378,-5
379,-4
380,-2
381,-4
382,-2
383,-3
384,-4
385,-4
386,-6
387,-7
388,-5
389,-3
390,-4
391,-2
392,-1
393,1
394,1
395,-1
396,-3
397,-1
398,-2
399,0
400,0
401,-2
402,0
403,2
404,1
405,2
406,1
407,3
408,1
409,3
410,5
411,7
412,6
413,5
414,5
415,6
416,7
417,7
418,9
419,9
420,10
421,10
422,9
423,10
424,9
425,7
426,5
427,7
428,9
429,11
430,12
431,13
432,15
433,15
434,16
435,17
436,17
437,16
438,18
439,18
440,16
441,17
442,16
443,16
444,15
445,16
446,16
447,15
448,16
449,15
450,14
451,15
452,13
453,15
454,17
455,19
456,17
457,19
458,20
459,19
460,20
461,19
462,17
463,18
464,19
465,17
466,18
467,19
468,18
469,18
470,16
471,15
472,15
473,15
474,16
475,18
476,18
477,16
478,16
479,16
480,17
481,18
482,17
483,19
484,20
485,18
486,19
487,17
488,16
489,15
490,16
491,14
492,16
493,17
494,15
495,17
496,18
497,16
498,16
499,15
500,15
501,16
502,17
503,19
504,19
505,20
506,18
507,20
508,19
509,20
510,22
511,21
512,22
513,20
514,18
515,17
516,17
517,15
518,16
519,17
520,18
521,18
522,16
523,16
524,14
525,14
526,16
527,15
528,15
529,14
530,16
531,15
532,14
533,14
534,13
535,14
536,15
537,16
538,14
539,16
540,17
541,19
542,17
543,17
544,19
545,20
546,18
547,19
548,20
549,22
550,23
551,25
552,24
553,23
554,24
555,25
556,23
557,23
558,22
559,23
560,25
561,24
562,26
563,24
564,22
565,22
566,21
567,22
568,23
569,22
570,22
571,21
572,19
573,17
574,15
575,14
576,15
577,14
578,13
579,14
580,14
581,16
582,16
583,17
584,17
585,18
586,19
587,20
588,18
589,18
590,19
591,18
592,19
593,21
594,23
595,24
596,24
597,24
598,26
599,26
600,27
601,28
602,26
603,24
604,25
605,24
606,25
607,24
608,24
609,26
610,26
611,25
612,23
613,22
614,21
615,22
616,24
617,26
618,27
619,27
620,26
621,25
622,23
623,22
624,20
625,22
626,22
627,24
628,25
629,26
630,25
631,24
632,23
633,23
634,24
635,22
636,20
637,19
638,20
639,22
640,20
641,20
642,18
643,19
644,21
645,20
646,21
647,19
648,19
649,18
650,18
651,17
652,17
653,15
654,15
655,17
656,16
657,15
658,17
659,15
660,17
661,17
662,16
663,15
664,14
665,12
666,13
667,12
668,13
669,12
670,10
671,12
672,14
673,14
674,16
675,14
676,15
677,15
678,13
679,12
680,13
681,11
682,11
683,11
684,9
685,8
686,9
687,8
688,9
689,11
690,10
691,12
692,12
693,10
694,10
695,8
696,8
697,6
698,6
699,4
700,6
701,8
702,7
703,5
704,5
705,3
706,1
707,1
708,3
709,3
710,1
711,3
712,3
713,5
714,6
715,8
716,7
717,7
718,6
719,5
720,4
721,6
722,6
723,7
724,6
725,4
726,3
727,4
728,2
729,0
730,2
731,4
732,6
733,6
734,5
735,6
736,7
737,6
738,7
739,9
740,8
741,9
742,11
743,12
744,10
745,10
746,8
747,7
748,9
749,8
750,10
751,9
752,9
753,8
754,7
755,9
756,8
757,8
758,10
759,12
760,12
761,10
762,8
763,10
764,11
765,11
766,13
767,14
768,12
769,14
770,14
771,13
772,11
773,10
774,8
775,6
776,8
777,6
778,7
779,5
780,6
781,6
782,5
783,5
784,3
785,1
786,2
787,4
788,6
789,7
790,8
791,10
792,8
793,9
794,7
795,8
796,8
797,7
798,6
799,7
800,6
801,8
802,10
803,9
804,7
805,6
806,7
807,6
808,7
809,6
810,6
811,7
812,8
813,6
814,7
815,5
816,3
817,2
818,4
819,4
820,3
821,3
822,2
823,2
824,3
825,2
826,0
827,0
828,0
829,2
830,0
831,-2
832,-1
833,-1
834,0
835,-2
836,-4
837,-5
838,-5
839,-3
840,-3
841,-4
842,-2
843,-2
844,-3
845,-3
846,-2
847,0
848,-1
849,-1
850,-2
851,0
852,0
853,2
854,1
855,1
856,-1
857,1
858,3
859,5
860,6
861,4
862,4
863,5
864,7
865,5
866,6
867,8
868,8
869,6
870,7
871,6
872,5
873,3
874,5
875,3
876,3
877,5
878,7
879,5
880,4
881,4
882,2
883,0
884,-1
885,0
886,0
887,1
888,1
889,1
890,3
891,3
892,5
893,4
894,2
895,3
896,3
897,5
898,5
899,7
900,6
901,7
902,7
903,5
904,3
905,2
906,0
907,2
908,0
909,-1
910,-3
911,-1
912,0
913,-2
914,0
915,-1
916,0
917,2
918,4
919,5
920,6
921,7
922,5
923,5
924,3
925,4
926,4
927,6
928,8
929,7
930,5
931,5
932,7
933,7
934,7
