Days,Stock Price
1,1
2,1
3,3
4,1
5,1
6,3
7,5
8,7
9,7
10,9
11,9
12,9
13,10
14,8
15,7
16,9
17,7
18,6
19,8
20,6
21,7
22,8
23,7
24,6
25,8
26,7
27,7
28,5
29,3
30,4
31,6
32,4
33,3
34,2
35,3
36,4
37,4
38,4
39,6
40,8
41,10
42,9
43,10
44,10
45,11
46,9
47,10
48,9
49,10
50,10
51,9
52,10
53,10
54,12
55,14
56,14
57,12
58,12
59,12
60,12
61,10
62,12
63,13
64,14
65,14
66,13
67,12
68,14
69,15
70,15
71,14
72,16
73,18
74,20
75,21
76,23
77,22
78,21
79,19
80,21
81,20
82,21
83,22
84,23
85,23
86,25
87,25
88,27
89,26
90,26
91,26
92,28
93,29
94,29
95,29
96,27
97,25
98,24
99,23
100,21
101,22
102,22
103,20
104,22
105,22
106,23
107,25
108,23
109,21
110,23
111,21
112,22
113,23
114,21
115,20
116,20
117,22
118,21
119,21
120,22
121,23
122,22
123,22
124,21
125,22
126,21
127,22
128,23
129,23
130,25
131,26
132,27
133,27
134,28
135,30
136,29
137,31
138,32
139,31
140,33
141,31
142,32
143,32
144,30
145,31
146,29
147,29
148,27
149,28
150,27
151,28
152,27
153,27
154,25
155,27
156,25
157,26
158,26
159,24
160,25
161,27
162,29
163,28
164,27
165,29
166,27
167,29
168,30
169,29
170,29
171,31
172,30
173,29
174,30
175,31
176,30
177,29
178,27
179,26
180,28
181,28
182,27
183,26
184,28
185,27
186,27
187,27
188,27
189,25
190,25
191,23
192,25
193,26
194,27
195,27
196,28
197,29
198,30
199,31
200,30
201,28
202,29
203,31
204,32
205,33
206,33
207,33
208,35
209,33
210,34
211,36
212,38
213,36
214,36
215,34
216,35
217,37
218,37
219,35
220,34
221,34
222,34
223,34
224,34
225,32
226,34
227,34
228,33
229,35
230,34
231,34
232,32
233,31
234,33
235,31
236,33
237,32
238,32
239,34
240,35
241,36
242,34
243,34
244,32
245,32
246,33
247,34
248,35
249,33
250,32
251,32
252,34
253,32
254,34
255,34
256,33
257,35
258,37
259,37
260,35
261,35
262,34
263,34
264,35
265,35
266,36
267,37
268,39
269,39
270,41
271,43
272,41
273,43
274,43
275,41
276,42
277,40
278,39
279,40
280,40
281,40
282,38
283,38
284,40
285,38
286,37
287,35
288,34
289,34
290,36
291,35
292,33
293,34
294,36
295,37
296,35
297,37
298,38
299,37
300,36
301,36
302,35
303,37
304,38
305,39
306,41
307,42
308,40
309,40
310,40
311,40
312,39
313,41
314,40
315,39
316,38
317,38
318,37
319,37
320,37
321,38
322,37
323,37
324,36
325,36
326,34
327,35
328,36
329,35
330,33
331,35
332,33
333,34
334,32
335,34
336,35
337,35
338,37
339,38
340,40
341,41
342,41
343,40
344,41
345,43
346,43
347,45
348,46
349,44
350,46
351,44
352,45
353,43
354,43
355,42
356,42
357,40
358,40
359,38
360,37
361,37
362,36
363,35
364,35
365,37
366,37
367,35
368,34
369,34
370,32
371,30
372,30
373,30
374,31
375,29
376,28
377,28
378,28
379,28
380,29
381,28
382,28
383,29
384,28
385,28
386,28
387,26
388,28
389,30
390,30
391,30
392,31
393,29
394,27
395,25
396,27
397,28
398,28
399,28
400,28
401,28
402,26
403,28
404,30
405,31
406,31
407,32
408,31
409,33
410,31
411,30
412,28
413,30
414,29
415,30
416,29
417,30
418,31
419,31
420,31
421,31
422,33
423,31
424,31
425,29
426,29
427,31
428,29
429,31
430,30
431,32
432,31
433,30
434,28
435,29
436,29
437,29
438,28
439,29
440,28
441,27
442,26
443,27
444,25
445,25
446,24
447,26
448,27
449,26
450,25
451,25
452,26
453,25
454,26
455,27
456,28
457,28
458,28
459,29
460,31
461,32
462,32
463,32
464,32
465,32
466,30
467,32
468,32
469,33
470,35
471,33
472,35
473,33
474,35
475,35
476,37
477,35
478,36
479,36
480,38
481,40
482,38
483,38
484,38
485,36
486,34
487,32
488,34
489,36
490,34
491,35
492,33
493,35
494,34
495,34
496,36
497,37
498,36
499,35
500,35
501,35
502,34
503,33
504,33
505,31
506,29
507,30
508,31
509,32
510,31
511,33
512,31
513,32
514,31
515,31
516,29
517,31
518,29
519,31
520,29
521,29
522,30
523,28
524,28
525,27
526,27
527,26
528,28
529,26
530,28
531,27
532,27
533,25
534,23
535,22
536,23
537,21
538,19
539,20
540,19
541,20
542,20
543,19
544,18
545,16
546,14
547,13
548,15
549,13
550,13
551,13
552,14
553,12
554,12
555,12
556,11
557,11
558,12
559,13
560,13
561,15
562,17
563,17
564,19
565,18
566,16
567,18
568,18
569,16
570,16
571,14
572,12
573,11
574,10
575,11
576,11
577,12
578,14
579,15
580,17
581,19
582,17
583,19
584,21
585,22
586,23
587,24
588,22
589,23
590,24
591,26
592,26
593,26
594,27
595,26
596,28
597,30
598,31
599,32
600,31
601,29
