Days,Stock Price
1,-2
2,-1
3,1
4,0
5,-1
6,-2
7,-3
8,-5
9,-4
10,-5
11,-6
12,-6
13,-5
14,-3
15,-5
16,-4
17,-5
18,-6
19,-6
20,-4
21,-5
22,-5
23,-5
24,-6
25,-5
26,-4
27,-2
28,0
29,0
30,-2
31,-3
32,-3
33,-5
34,-5
35,-6
36,-6
37,-5
38,-5
39,-5
40,-5
41,-7
42,-8
43,-6
44,-5
45,-7
46,-8
47,-7
48,-5
49,-3
50,-5
51,-4
52,-6
53,-8
54,-8
55,-9
56,-11
57,-12
58,-14
59,-12
60,-11
61,-10
62,-12
63,-12
64,-11
65,-11
66,-10
67,-12
68,-11
69,-11
70,-13
71,-13
72,-15
73,-14
74,-13
75,-12
76,-11
77,-12
78,-12
79,-10
80,-12
81,-10
82,-8
83,-10
84,-11
85,-11
86,-10
87,-11
88,-10
89,-8
90,-7
91,-8
92,-6
93,-5
94,-7
95,-5
96,-4
97,-5
98,-5
99,-6
100,-5
101,-3
102,-2
103,-1
104,-1
105,-2
106,0
107,0
108,2
109,3
110,3
111,5
112,7
113,6
114,5
115,4
116,5
117,7
118,9
119,10
120,8
121,8
122,7
123,9
124,10
125,10
126,9
127,8
128,9
129,10
130,12
131,13
132,13
133,13
134,13
135,12
136,10
137,9
138,10
139,9
140,8
141,6
142,4
143,2
144,4
145,3
146,2
147,4
148,2
149,3
150,4
151,5
152,3
153,2
154,4
155,2
156,3
157,1
158,0
159,1
160,-1
161,-3
162,-3
163,-3
164,-1
165,-2
166,-4
167,-5
168,-5
169,-3
170,-3
171,-5
172,-6
173,-4
174,-6
175,-8
176,-10
177,-8
178,-8
179,-7
180,-7
181,-9
182,-10
183,-8
184,-7
185,-9
186,-11
187,-11
188,-12
189,-13
190,-13
191,-14
192,-12
193,-10
194,-11
195,-13
196,-15
197,-16
198,-14
199,-12
200,-12
201,-13
202,-11
203,-9
204,-8
205,-10
206,-11
207,-10
208,-8
209,-7
210,-6
211,-5
212,-7
213,-5
214,-5
215,-3
216,-5
217,-5
218,-4
219,-3
220,-4
221,-6
222,-7
223,-7
224,-9
225,-7
226,-7
227,-7
228,-6
229,-7
230,-7
231,-9
232,-11
233,-10
234,-11
235,-10
236,-9
237,-8
238,-7
239,-5
240,-4
241,-4
242,-4
243,-2
244,-3
245,-5
246,-4
247,-3
248,-1
249,-2
250,-1
251,-3
252,-4
253,-4
254,-4
255,-3
256,-4
257,-4
258,-5
259,-6
260,-5
261,-7
262,-5
263,-7
264,-6
265,-6
266,-8
267,-6
268,-6
269,-4
270,-6
271,-7
272,-6
273,-8
274,-10
275,-8
276,-8
277,-10
278,-12
279,-13
280,-12
281,-14
282,-12
283,-13
284,-13
285,-14
286,-16
287,-17
288,-19
289,-18
290,-18
291,-16
292,-15
293,-14
294,-15
295,-14
296,-15
297,-15
298,-13
299,-12
300,-11
301,-13
302,-11
303,-12
304,-14
305,-15
306,-15
307,-15
308,-14
309,-12
310,-11
311,-12
312,-14
313,-14
314,-13
315,-13
316,-14
317,-16
318,-15
319,-16
320,-18
321,-17
322,-17
323,-19
324,-20
325,-21
326,-23
327,-23
328,-25
329,-27
330,-26
331,-25
332,-27
333,-27
334,-28
335,-30
336,-31
337,-30
338,-28
339,-26
340,-25
341,-23
342,-24
343,-23
344,-21
345,-22
346,-22
347,-24
348,-23
349,-22
350,-21
351,-20
352,-21
353,-20
354,-22
355,-20
356,-18
357,-20
358,-18
359,-16
360,-18
361,-18
362,-16
363,-18
364,-19
365,-21
366,-21
367,-21
368,-23
369,-24
370,-24
371,-26
372,-25
373,-27
374,-29
375,-29
376,-30
377,-29
378,-29
379,-30
380,-31
381,-31
382,-32
383,-30
384,-32
385,-33
386,-32
387,-30
388,-29
389,-29
390,-31
391,-29
392,-30
393,-31
394,-32
395,-31
396,-30
397,-31
398,-33
399,-31
400,-29
401,-27
402,-25
403,-25
404,-23
405,-25
406,-23
407,-23
408,-25
409,-24
410,-23
411,-22
412,-23
413,-21
414,-21
415,-22
416,-22
417,-22
418,-21
419,-22
420,-24
421,-26
422,-26
423,-25
424,-25
425,-24
426,-25
427,-27
428,-25
429,-23
430,-24
431,-22
432,-21
433,-20
434,-21
435,-20
436,-22
437,-21
438,-21
439,-23
440,-24
441,-25
442,-24
443,-24
444,-24
445,-26
446,-27
447,-27
448,-27
449,-28
450,-30
451,-28
452,-27
453,-27
454,-29
455,-31
456,-33
457,-34
458,-33
459,-33
460,-35
461,-33
462,-32
463,-33
464,-31
465,-32
466,-33
467,-31
468,-29
469,-28
470,-26
471,-27
472,-25
473,-23
474,-25
475,-23
476,-21
477,-20
478,-19
479,-17
480,-15
481,-14
482,-16
483,-15
484,-17
485,-19
486,-21
487,-21
488,-19
489,-21
490,-19
491,-20
492,-20
493,-20
494,-20
495,-21
496,-22
497,-21
498,-22
499,-24
500,-24
501,-26
502,-25
503,-24
504,-26
505,-24
506,-22
507,-23
508,-23
509,-23
510,-23
511,-21
512,-23
513,-25
514,-23
515,-25
516,-27
517,-25
518,-24
519,-25
520,-27
521,-25
522,-24
523,-24
524,-22
525,-24
526,-23
527,-25
528,-26
529,-27
530,-29
531,-28
532,-28
533,-29
534,-28
535,-26
536,-26
537,-25
538,-25
539,-26
540,-28
541,-28
542,-30
543,-31
544,-31
545,-29
546,-28
547,-26
548,-27
549,-26
550,-27
551,-28
552,-27
553,-25
554,-27
555,-27
556,-28
557,-27
558,-25
559,-25
560,-27
561,-28
562,-28
563,-26
564,-26
565,-27
566,-29
567,-27
568,-28
569,-26
570,-27
571,-28
572,-29
573,-28
574,-26
575,-25
576,-24
577,-26
578,-25
579,-23
580,-22
581,-23
582,-23
583,-24
584,-24
585,-24
586,-26
587,-25
588,-25
589,-23
590,-22
591,-20
592,-21
593,-21
594,-20
595,-19
596,-21
597,-23
598,-25
599,-26
600,-28
601,-27
602,-29
603,-30
604,-31
605,-29
606,-29
607,-27
608,-28
609,-28
610,-30
611,-32
612,-31
613,-31
614,-32
615,-34
616,-35
617,-33
618,-35
619,-33
620,-35
621,-37
622,-36
623,-37
624,-36
625,-34
626,-34
627,-33
628,-31
629,-29
630,-29
631,-30
632,-30
633,-30
634,-29
635,-28
636,-27
637,-27
638,-26
639,-28
640,-26
641,-28
642,-30
643,-30
644,-32
645,-31
646,-29
647,-30
648,-30
649,-31
650,-31
651,-30
652,-30
653,-29
654,-30
655,-30
656,-30
657,-32
658,-32
659,-31
660,-29
661,-27
662,-27
663,-28
664,-29
665,-29
666,-31
667,-33
668,-31
669,-33
670,-33
671,-32
672,-32
673,-32
674,-32
675,-32
676,-34
677,-35
678,-36
679,-38
680,-36
681,-35
682,-37
683,-36
684,-37
685,-38
686,-40
687,-42
688,-40
689,-42
690,-43
691,-42
692,-40
693,-39
694,-41
695,-42
696,-44
697,-44
698,-43
699,-41
700,-41
701,-43
702,-41
703,-39
704,-37
705,-38
706,-36
707,-37
708,-35
709,-37
710,-38
711,-37
712,-39
713,-38
714,-38
715,-38
716,-38
717,-36
718,-34
719,-35
720,-33
721,-35
722,-33
723,-34
724,-36
725,-37
726,-35
727,-37
728,-36
729,-36
730,-37
731,-37
732,-35
733,-37
734,-35
735,-37
736,-38
737,-37
738,-38
739,-40
740,-42
741,-44
742,-45
743,-47
744,-46
745,-48
746,-46
747,-48
748,-46
749,-44
750,-43
751,-44
752,-45
753,-44
754,-44
755,-44
756,-45
757,-46
758,-46
759,-48
760,-50
761,-48
762,-46
763,-47
764,-45
765,-44
766,-45
767,-44
768,-45
769,-45
770,-44
771,-45
772,-45
773,-43
774,-41
775,-40
776,-41
777,-40
778,-42
779,-41
780,-39
781,-37
782,-35
783,-36
784,-34
785,-33
786,-32
787,-34
788,-35
789,-35
790,-37
791,-36
792,-35
793,-37
794,-35
795,-34
796,-36
797,-36
798,-35
799,-35
800,-36
801,-37
802,-39
803,-40
804,-39
805,-40
806,-38
807,-36
808,-38
809,-39
810,-39
811,-37
812,-39
813,-38
814,-38
815,-36
816,-35
817,-37
818,-39
819,-40
820,-42
821,-42
822,-40
823,-39
824,-37
825,-39
826,-38
827,-40
828,-38
829,-39
830,-37
831,-38
832,-37
833,-38
834,-36
835,-35
836,-34
837,-36
838,-34
839,-36
840,-37
841,-35
842,-33
843,-33
844,-31
845,-31
846,-30
847,-29
848,-27
849,-26
850,-24
851,-22
852,-21
853,-22
854,-21
855,-19
856,-20
857,-21
858,-22
859,-23
860,-22
861,-24
862,-22
863,-21
864,-19
865,-18
866,-17
867,-17
868,-16
869,-16
870,-14
871,-12
872,-11
873,-13
874,-14
875,-13
876,-11
877,-11
878,-10
879,-8
880,-8
881,-6
882,-8
883,-10
884,-12
885,-14
886,-14
887,-14
888,-14
889,-13
890,-15
891,-15
892,-16
893,-14
