Days,Stock Price
1,1
2,2
3,3
4,4
5,2
6,1
7,0
8,1
9,0
10,-2
11,-3
12,-1
13,1
14,3
15,5
16,5
17,3
18,3
19,3
20,1
21,-1
22,-2
23,0
24,-1
25,-1
26,-2
27,-4
28,-5
29,-7
30,-5
31,-5
32,-4
33,-2
34,-4
35,-3
36,-1
37,0
38,2
39,0
40,2
41,2
42,1
43,2
44,1
45,1
46,3
47,2
48,2
49,4
50,5
51,5
52,4
53,6
54,6
55,6
56,7
57,8
58,10
59,12
60,10
61,11
62,12
63,11
64,9
65,7
66,6
67,5
68,3
69,4
70,3
71,2
72,0
73,2
74,1
75,2
76,1
77,2
78,4
79,5
80,5
81,7
82,8
83,9
84,10
85,10
86,10
87,9
88,9
89,10
90,11
91,9
92,9
93,10
94,11
95,13
96,15
97,17
98,15
99,17
100,19
101,19
102,18
103,17
104,18
105,20
106,20
107,18
108,18
109,19
110,17
111,19
112,20
113,18
114,20
115,19
116,21
117,22
118,20
119,20
120,20
121,21
122,23
123,22
124,21
125,21
126,21
127,21
128,22
129,22
130,24
131,25
132,24
133,24
134,26
135,24
136,23
137,22
138,22
139,24
140,22
141,22
142,20
143,21
144,19
145,19
146,18
147,20
148,18
149,17
150,16
151,18
152,17
153,15
154,15
155,13
156,15
157,17
158,17
159,18
160,20
161,19
162,18
163,16
164,17
165,15
166,15
167,15
168,17
169,19
170,18
171,17
172,19
173,20
174,22
175,24
176,22
177,22
178,23
179,24
180,23
181,23
182,25
183,25
184,27
185,27
186,27
187,29
188,30
189,28
190,30
191,30
192,31
193,29
194,27
195,29
196,29
197,29
198,28
199,29
200,31
201,33
202,35
203,33
204,33
205,31
206,33
207,31
208,32
209,34
210,35
211,37
212,38
213,38
214,39
215,37
216,36
217,35
218,34
219,32
220,33
221,31
222,31
223,30
224,30
225,30
226,30
227,29
228,29
229,30
230,28
231,29
232,31
233,33
234,34
235,34
236,32
237,34
238,34
239,32
240,30
241,30
242,29
243,31
244,33
245,35
246,34
247,35
248,35
249,35
250,36
251,34
252,36
253,36
254,38
255,37
256,37
257,36
258,36
259,38
260,38
261,38
262,38
263,37
264,39
265,39
266,37
267,36
268,35
269,37
270,36
271,35
272,34
273,36
274,34
275,35
276,36
277,37
278,36
279,37
280,35
281,34
282,35
283,34
284,35
285,37
286,37
287,35
288,34
289,34
290,33
291,34
292,36
293,34
294,33
295,31
296,31
297,31
298,30
299,31
300,30
301,32
302,30
303,28
304,29
305,29
306,30
307,32
308,33
309,32
310,34
311,35
312,35
313,35
314,33
315,31
316,31
317,33
318,34
319,32
320,31
321,30
322,28
323,29
324,29
325,28
326,29
327,28
328,26
329,26
330,24
331,26
332,27
333,27
334,29
335,31
336,30
337,30
338,28
339,30
340,31
341,33
342,31
343,31
344,32
345,32
346,32
347,32
348,33
349,33
350,33
351,31
352,33
353,33
354,31
355,30
356,29
357,27
358,29
359,28
360,28
361,27
362,25
363,26
364,27
365,26
366,26
367,26
368,24
369,24
370,25
371,26
372,27
373,25
374,25
375,24
376,24
377,22
378,24
379,23
380,25
381,24
382,25
383,26
384,25
385,26
386,25
387,27
388,25
389,24
390,22
391,20
392,20
393,21
394,22
395,23
396,22
397,20
398,20
399,20
400,22
401,20
402,20
403,20
404,19
405,17
406,18
407,16
408,16
409,16
410,17
411,16
412,15
413,14
414,12
415,14
416,13
417,14
418,15
419,15
420,17
421,15
422,17
423,19
424,17
425,17
426,17
427,17
428,17
429,19
430,21
431,22
432,21
433,20
434,18
435,18
436,19
437,20
438,18
439,16
440,17
441,18
442,18
443,17
444,17
445,19
446,17
447,15
448,15
449,13
450,13
451,15
452,13
453,12
454,13
455,12
456,10
457,8
458,9
459,11
460,10
461,12
462,12
463,12
464,12
465,12
466,12
467,11
468,12
469,12
470,13
471,14
472,12
473,10
474,12
475,12
476,11
477,10
478,11
479,13
480,12
481,12
482,13
483,14
484,13
485,12
486,14
487,13
488,14
489,16
490,17
491,16
492,17
493,15
494,16
495,17
496,18
497,16
498,18
499,19
500,21
501,23
502,24
503,22
504,20
505,22
506,24
507,23
508,21
509,23
510,23
511,24
512,24
513,22
514,21
515,19
516,20
517,21
518,22
519,23
520,23
521,22
522,24
523,25
524,25
525,23
526,22
527,22
528,22
529,22
530,22
531,22
532,21
533,19
534,19
535,20
536,22
537,23
538,23
539,22
540,23
541,25
542,27
543,27
544,27
545,27
546,27
547,27
548,25
549,25
550,24
551,22
552,24
553,24
554,22
555,23
556,23
557,22
558,22
559,20
