Days,Stock Price
1,-1
2,-1
3,-3
4,-2
5,-2
6,-1
7,-1
8,1
9,-1
10,-3
11,-1
12,1
13,2
14,2
15,0
16,2
17,1
18,3
19,3
20,5
21,7
22,6
23,6
24,6
25,5
26,4
27,2
28,1
29,0
30,0
31,0
32,-2
33,-3
34,-3
35,-5
36,-4
37,-3
38,-1
39,0
40,-2
41,-2
42,0
43,2
44,0
45,1
46,1
47,0
48,2
49,1
50,2
51,0
52,0
53,-2
54,-2
55,-2
56,-1
57,-2
58,-2
59,0
60,2
61,1
62,0
63,2
64,3
65,2
66,1
67,0
68,-1
69,-2
70,-3
71,-4
72,-3
73,-3
74,-2
75,-4
76,-6
77,-8
78,-9
79,-7
80,-6
81,-6
82,-8
83,-9
84,-7
85,-5
86,-4
87,-4
88,-4
89,-4
90,-5
91,-5
92,-7
93,-7
94,-6
95,-5
96,-7
97,-9
98,-9
99,-10
100,-11
101,-13
102,-12
103,-13
104,-12
105,-13
106,-14
107,-13
108,-14
109,-12
110,-14
111,-12
112,-13
113,-13
114,-13
115,-15
116,-14
117,-14
118,-14
119,-15
120,-16
121,-15
122,-17
123,-17
124,-16
125,-15
126,-15
127,-17
128,-16
129,-14
130,-14
131,-15
132,-17
133,-17
134,-17
135,-19
136,-21
137,-23
138,-25
139,-24
140,-26
141,-28
142,-28
143,-27
144,-25
145,-25
146,-23
147,-25
148,-26
149,-25
150,-24
151,-23
152,-21
153,-20
154,-20
155,-20
156,-21
157,-19
158,-17
159,-17
160,-18
161,-19
162,-18
163,-17
164,-19
165,-18
166,-17
167,-19
168,-18
169,-17
170,-16
171,-15
172,-16
173,-15
174,-15
175,-17
176,-17
177,-16
178,-16
179,-15
180,-16
181,-18
182,-17
183,-17
184,-16
185,-18
186,-16
187,-16
188,-16
189,-17
190,-18
191,-17
192,-15
193,-16
194,-17
195,-19
196,-17
197,-15
198,-15
199,-17
200,-15
201,-16
202,-15
203,-17
204,-18
205,-18
206,-17
207,-19
208,-19
209,-21
210,-20
211,-21
212,-22
213,-20
214,-19
215,-20
216,-21
217,-23
218,-25
219,-24
220,-25
221,-26
222,-27
223,-29
224,-28
225,-26
226,-28
227,-26
228,-28
229,-27
230,-25
231,-27
232,-28
233,-30
234,-30
235,-28
236,-26
237,-28
238,-26
239,-26
240,-25
241,-23
242,-22
243,-23
244,-22
245,-23
246,-21
247,-23
248,-22
249,-24
250,-23
251,-21
252,-22
253,-22
254,-24
255,-25
256,-24
257,-24
258,-23
259,-21
260,-21
261,-19
262,-20
263,-22
264,-23
265,-22
266,-20
267,-21
268,-22
269,-24
270,-26
271,-27
272,-29
273,-31
274,-31
275,-30
276,-29
277,-30
278,-32
279,-32
280,-31
281,-32
282,-33
283,-35
284,-37
285,-38
286,-37
287,-36
288,-37
289,-36
290,-34
291,-33
292,-32
293,-34
294,-32
295,-30
296,-28
297,-30
298,-30
299,-30
300,-31
301,-31
302,-30
303,-31
304,-31
305,-31
306,-32
307,-33
308,-32
309,-32
310,-31
311,-31
312,-30
313,-31
314,-29
315,-31
316,-33
317,-31
318,-30
319,-31
320,-30
321,-29
322,-27
323,-26
324,-28
325,-30
326,-28
327,-26
328,-27
329,-27
330,-26
331,-26
332,-27
333,-28
334,-27
335,-25
336,-24
337,-25
338,-25
339,-23
340,-22
341,-22
342,-21
343,-20
344,-19
345,-17
346,-19
347,-18
348,-17
349,-15
350,-16
351,-15
352,-13
353,-14
354,-13
355,-11
356,-12
357,-11
358,-12
359,-12
360,-14
361,-12
362,-13
363,-12
364,-11
365,-12
366,-12
367,-11
368,-10
369,-11
370,-9
371,-8
372,-10
373,-10
374,-8
375,-6
376,-7
377,-5
378,-3
379,-3
380,-2
381,-3
382,-3
383,-1
384,1
385,0
386,2
387,2
388,4
389,2
390,0
391,-1
392,-2
393,-1
394,1
395,0
396,-2
397,0
398,-2
399,-1
400,-1
401,1
402,0
403,1
404,3
405,3
406,3
407,3
408,3
409,4
410,6
411,6
412,5
413,5
414,5
415,5
416,6
417,7
418,5
419,7
420,8
421,8
422,6
423,5
424,3
425,2
426,3
427,1
428,-1
429,-3
430,-5
431,-4
432,-5
433,-5
434,-4
435,-6
436,-7
437,-7
438,-6
439,-5
440,-7
441,-5
442,-6
443,-4
444,-3
445,-5
446,-6
447,-5
448,-4
449,-5
450,-5
451,-4
452,-6
453,-4
454,-2
455,-3
456,-2
457,0
458,1
459,-1
460,1
461,3
462,1
463,0
464,1
465,2
466,3
467,5
468,3
469,4
470,5
471,4
472,2
473,1
474,1
475,2
476,1
477,-1
478,1
479,3
480,3
481,4
482,4
483,6
484,4
485,5
486,3
487,4
488,5
489,7
490,8
491,10
492,8
493,10
494,10
495,11
496,11
497,10
498,12
499,13
500,12
501,14
502,13
503,12
504,10
505,8
506,8
