Days,Stock Price
1,1
2,1
3,0
4,2
5,1
6,1
7,0
8,-2
9,-3
10,-3
11,-1
12,-1
13,0
14,0
15,0
16,-2
17,-3
18,-2
19,-1
20,0
21,-2
22,-3
23,-2
24,-3
25,-1
26,-1
27,-1
28,-1
29,-1
30,-1
31,-1
32,-3
33,-1
34,1
35,3
36,3
37,4
38,4
39,5
40,4
41,6
42,8
43,10
44,8
45,7
46,8
47,8
48,9
49,10
50,10
51,11
52,12
53,13
54,12
55,11
56,11
57,9
58,10
59,10
60,10
61,10
62,12
63,10
64,10
65,8
66,7
67,9
68,7
69,9
70,11
71,11
72,9
73,10
74,9
75,7
76,5
77,4
78,6
79,4
80,6
81,5
82,6
83,7
84,5
85,4
86,6
87,6
88,7
89,5
90,7
91,8
92,8
93,7
94,8
95,10
96,11
97,13
98,12
99,14
100,15
101,13
102,12
103,11
104,13
105,13
106,12
107,11
108,9
109,8
110,9
111,11
112,13
113,14
114,14
115,16
116,18
117,20
118,22
119,24
120,23
121,21
122,21
123,19
124,20
125,18
126,16
127,16
128,16
129,17
130,16
131,16
132,17
133,19
134,20
135,22
136,21
137,21
138,19
139,18
140,19
141,20
142,20
143,22
144,21
145,19
146,18
147,18
148,17
149,15
150,15
151,15
152,15
153,14
154,14
155,13
156,15
157,17
158,18
159,17
160,19
161,18
162,19
163,20
164,18
165,20
166,20
167,21
168,20
169,18
170,17
171,16
172,14
173,15
174,13
175,13
176,11
177,10
178,9
179,10
180,9
181,7
182,7
183,6
184,6
185,6
186,6
187,5
188,6
189,6
190,8
191,9
192,7
193,9
194,10
195,8
196,9
197,9
198,7
199,9
200,9
201,8
202,6
203,7
204,6
205,5
206,5
207,7
208,9
209,7
210,7
211,8
212,7
213,5
214,7
215,8
216,10
217,9
218,8
219,8
220,6
221,6
222,4
223,2
224,1
225,-1
226,-1
227,-3
228,-2
229,-2
230,0
231,0
232,-2
233,-2
234,-4
235,-3
236,-5
237,-3
238,-3
239,-1
240,-3
241,-3
242,-3
243,-2
244,0
245,-1
246,-2
247,-1
248,1
249,3
250,3
251,2
252,1
253,-1
254,0
255,2
256,0
257,-2
258,0
259,1
260,3
261,2
262,1
263,0
264,-2
265,-1
266,-1
267,-3
268,-5
269,-6
270,-4
271,-4
272,-3
273,-1
274,-3
275,-1
276,-1
277,0
278,0
279,2
280,2
281,2
282,0
283,-2
284,-2
285,-3
286,-4
287,-4
288,-5
289,-6
290,-5
291,-4
292,-2
293,-3
294,-1
295,-2
296,0
297,-1
298,-2
299,-3
300,-2
301,-2
302,-1
303,0
304,1
305,2
306,3
307,2
308,1
309,1
310,1
311,-1
312,1
313,1
314,1
315,2
316,3
317,5
318,4
319,4
320,4
321,3
322,1
323,2
324,2
325,1
326,3
327,4
328,2
329,0
330,-2
331,-4
332,-2
333,-1
334,0
335,1
336,3
337,4
338,6
339,6
340,5
341,4
342,2
343,2
344,0
345,0
346,-1
347,-2
348,-1
349,1
350,-1
351,-3
352,-5
353,-5
354,-4
355,-2
356,-1
357,-1
358,-1
359,-3
360,-1
361,1
362,-1
363,1
364,-1
365,-2
366,-2
367,0
368,2
369,3
370,2
371,2
372,1
373,2
374,0
375,1
376,0
377,1
378,0
379,2
380,4
381,3
382,3
383,5
384,6
385,4
386,2
387,2
388,0
389,0
390,0
391,-1
392,1
393,-1
394,-1
395,1
396,0
397,-1
398,0
399,-2
400,0
401,-1
402,-3
403,-3
404,-5
405,-7
406,-6
407,-5
408,-7
409,-5
410,-3
411,-1
412,-2
413,-3
414,-5
415,-3
416,-1
417,-3
418,-2
419,-3
420,-1
421,0
422,0
423,1
424,2
425,0
426,0
427,-1
428,-2
429,-2
430,-1
431,0
432,-1
433,0
434,0
435,-1
436,-3
437,-5
438,-6
439,-8
440,-10
441,-12
442,-10
443,-11
444,-11
445,-12
446,-12
447,-11
448,-12
449,-11
450,-9
451,-8
452,-9
453,-8
454,-7
455,-8
456,-10
457,-11
458,-9
459,-7
460,-9
461,-9
462,-9
463,-10
464,-11
465,-12
466,-10
467,-9
468,-9
469,-11
470,-9
471,-7
472,-8
473,-10
474,-10
475,-12
476,-12
477,-10
478,-12
479,-14
480,-12
481,-10
482,-9
483,-9
484,-7
485,-7
486,-9
487,-11
488,-13
489,-11
490,-9
491,-9
492,-9
493,-8
494,-6
495,-8
496,-9
497,-8
498,-7
499,-6
500,-7
501,-5
502,-3
503,-1
504,-3
505,-4
506,-5
507,-3
508,-2
509,-3
510,-1
511,-1
512,-1
513,-3
514,-5
515,-6
516,-4
517,-6
518,-5
519,-3
520,-3
521,-1
522,0
523,-1
524,-1
525,-1
526,-2
527,0
528,1
529,0
530,2
531,1
532,2
533,4
534,2
535,3
536,3
537,2
538,4
539,2
540,4
541,5
542,6
543,5
544,3
545,1
546,3
