Days,Stock Price
1,2
2,4
3,5
4,5
5,5
6,4
7,2
8,0
9,2
10,1
11,3
12,2
13,4
14,3
15,1
16,-1
17,1
18,0
19,-1
20,-1
21,1
22,2
23,1
24,3
25,1
26,3
27,2
28,3
29,5
30,5
31,7
32,5
33,4
34,4
35,4
36,2
37,1
38,-1
39,-3
40,-3
41,-2
42,-2
43,0
44,0
45,1
46,0
47,0
48,2
49,2
50,0
51,0
52,0
53,1
54,-1
55,0
56,-1
57,1
58,3
59,5
60,3
61,3
62,4
63,4
64,2
65,3
66,3
67,2
68,4
69,4
70,5
71,4
72,2
73,2
74,2
75,4
76,2
77,3
78,2
79,2
80,1
81,0
82,2
83,0
84,-1
85,-2
86,-1
87,-1
88,-1
89,-3
90,-2
91,-2
92,-2
93,0
94,2
95,4
96,4
97,5
98,3
99,2
100,0
101,-1
102,1
103,1
104,2
105,2
106,1
107,0
108,0
109,0
110,1
111,-1
112,-3
113,-1
114,-3
115,-3
116,-5
117,-6
118,-7
119,-5
120,-6
121,-8
122,-9
123,-11
124,-9
125,-9
126,-7
127,-6
128,-7
129,-7
130,-8
131,-7
132,-6
133,-8
134,-9
135,-8
136,-6
137,-4
138,-2
139,-2
140,-2
141,0
142,0
143,0
144,1
145,-1
146,-2
147,-4
148,-5
149,-4
150,-2
151,0
152,1
153,1
154,0
155,2
156,2
157,2
158,2
159,3
160,2
161,3
162,4
163,3
164,1
165,3
166,1
167,-1
168,1
169,3
170,3
171,4
172,3
173,5
174,5
175,4
176,3
177,5
178,5
179,5
180,7
181,8
182,9
183,9
184,10
185,9
186,10
187,8
188,10
189,10
190,8
191,6
192,4
193,5
194,5
195,3
196,4
197,4
198,4
199,6
200,7
201,9
202,11
203,10
204,9
205,8
206,9
207,9
208,9
209,7
210,7
211,6
212,4
213,4
214,2
215,3
216,5
217,3
218,4
219,2
220,2
221,3
222,1
223,3
224,5
225,7
226,7
227,7
228,8
229,10
230,11
231,13
232,12
233,12
234,10
235,12
236,10
237,11
238,10
239,8
240,6
241,4
242,3
243,2
244,3
245,5
246,4
247,6
248,8
249,8
250,10
251,12
252,12
253,11
254,12
255,11
256,10
257,8
258,6
259,8
260,6
261,7
262,8
263,9
264,9
265,11
266,11
267,12
268,14
269,15
270,13
271,11
272,10
273,9
274,10
275,9
276,9
277,11
278,9
279,11
280,10
281,12
282,13
283,12
284,10
285,9
286,9
287,10
288,12
289,13
290,14
291,13
292,14
293,15
294,17
295,18
296,20
297,19
298,20
299,22
300,21
301,22
302,24
303,24
304,23
305,23
306,24
307,26
308,27
309,25
310,23
311,21
312,20
313,21
314,22
315,24
316,23
317,21
318,21
319,19
320,17
321,17
322,16
323,15
324,14
325,12
326,14
327,12
328,13
329,13
330,15
331,13
332,11
333,9
334,9
335,8
336,8
337,9
338,9
339,8
340,6
341,6
342,7
343,7
344,7
345,6
346,5
347,7
348,8
349,6
350,5
351,4
352,5
353,6
354,6
355,8
356,6
357,7
358,6
359,8
360,6
361,5
362,4
363,4
364,3
365,1
366,2
367,1
368,2
369,3
370,5
371,4
372,4
373,6
374,7
375,5
376,5
377,4
378,6
379,4
380,3
381,3
382,4
383,6
384,4
385,2
386,0
387,1
388,2
389,2
390,4
391,2
392,0
393,-2
394,-2
395,-1
396,-3
397,-2
398,0
399,-1
400,-2
401,-4
402,-4
403,-3
404,-1
405,-3
406,-5
407,-6
408,-7
409,-5
410,-3
411,-1
412,-1
413,-1
414,1
415,3
416,1
417,3
418,5
419,3
420,4
421,5
422,4
423,5
424,6
425,7
426,7
427,6
428,7
429,8
430,8
431,7
432,9
433,11
434,9
435,7
436,6
437,4
438,4
439,6
440,6
441,7
442,8
443,7
444,7
445,7
446,7
447,7
448,9
449,9
450,7
451,7
452,5
453,4
454,3
455,2
456,1
457,2
458,2
459,2
460,1
461,0
462,1
463,1
464,-1
465,-3
466,-2
467,-1
468,0
469,0
470,0
471,-2
472,-4
473,-6
474,-5
475,-3
476,-5
477,-7
478,-5
479,-3
480,-3
481,-1
482,0
483,-2
484,-2
485,0
486,1
487,-1
488,1
489,1
490,1
491,2
492,3
493,2
494,0
495,-2
496,-3
497,-5
498,-4
499,-2
500,-2
501,-2
502,-3
503,-1
504,-1
505,1
506,3
507,3
508,3
509,1
510,2
511,1
512,3
513,3
514,4
515,5
516,6
517,5
518,6
519,7
520,8
521,7
522,6
523,7
524,9
525,10
526,8
527,8
528,10
529,8
530,10
531,9
532,9
533,7
534,8
535,6
536,6
537,6
538,8
539,10
540,10
541,8
542,8
543,9
544,9
545,8
546,7
547,5
548,5
549,4
550,2
551,3
552,5
553,6
554,7
555,8
556,8
557,10
558,11
559,10
560,12
561,12
562,14
563,16
564,18
565,18
566,17
567,16
568,15
569,13
570,13
571,11
572,9
573,7
574,5
575,7
576,6
577,5
578,5
579,3
580,1
581,1
582,2
583,4
584,3
585,5
586,3
587,4
588,5
589,6
590,5
591,7
592,7
593,7
594,5
595,4
596,4
597,3
598,1
599,-1
600,1
601,3
602,2
603,1
604,3
605,4
606,3
607,3
608,3
609,4
610,5
611,5
612,5
613,6
614,5
615,6
616,8
617,9
618,10
619,12
620,13
621,12
622,14
623,12
624,11
625,10
626,12
627,13
628,14
629,16
630,14
631,14
632,15
633,16
634,14
635,12
636,12
637,11
638,13
639,15
640,14
641,16
642,15
643,14
644,12
645,14
646,16
647,18
648,19
649,17
650,19
651,20
652,19
653,17
654,19
655,21
656,20
657,18
658,18
659,20
660,22
661,23
662,24
663,26
664,25
665,27
666,26
667,27
668,27
669,28
670,30
671,29
672,29
673,27
674,27
675,27
676,25
677,24
678,24
679,22
680,23
681,22
682,23
683,23
684,24
685,26
686,25
687,27
688,29
689,28
690,30
691,28
692,30
693,32
694,32
695,32
696,33
697,31
698,32
699,31
700,32
701,32
702,34
703,33
704,31
705,30
706,28
707,28
708,30
709,32
710,32
711,33
712,33
713,33
714,31
715,29
716,29
717,30
718,28
719,29
720,31
721,30
722,32
723,30
724,28
725,29
726,30
727,29
728,30
729,31
730,33
731,35
732,35
733,36
734,34
735,36
736,38
737,38
738,37
739,38
740,38
741,36
742,37
743,39
744,37
745,38
746,36
747,38
748,40
749,38
750,38
751,39
752,40
753,41
754,43
755,44
756,45
757,47
758,46
759,46
760,48
761,46
762,45
763,44
764,42
765,43
766,44
767,46
768,46
769,48
770,46
771,48
772,48
773,49
774,48
775,48
776,50
777,49
778,48
779,49
780,50
781,48
782,47
783,46
784,48
785,48
786,47
787,47
788,46
789,44
790,43
791,41
792,39
793,41
794,43
795,42
796,44
797,44
798,44
799,44
800,43
801,43
802,44
803,45
804,46
805,48
806,48
807,48
808,48
809,49
810,49
811,47
812,49
813,50
814,51
815,49
816,48
817,48
818,50
819,52
820,52
821,51
822,49
823,51
824,51
825,50
826,48
827,50
828,51
829,49
830,50
831,49
832,49
833,48
834,48
835,46
836,47
837,49
838,51
839,49
840,47
841,46
842,47
843,49
844,49
845,48
846,47
847,45
848,43
849,41
850,43
851,43
852,44
853,43
854,43
855,44
856,44
857,46
858,46
859,44
860,46
861,44
862,44
863,46
864,45
865,47
866,46
867,48
868,46
869,45
870,45
871,43
872,45
873,43
874,45
875,44
876,45
877,43
878,42
879,44
880,45
881,46
882,45
883,44
884,46
885,44
886,46
887,46
888,44
889,45
890,47
891,49
892,50
893,49
894,47
895,47
896,47
897,47
898,48
899,49
900,47
901,45
902,46
903,48
904,46
905,44
906,45
907,47
908,47
909,46
910,47
911,47
912,49
913,48
914,50
915,49
916,49
917,47
